,Zipcode,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,Zip_city
15,90250,152500.0,152600.0,152600.0,152600.0,152600.0,152600.0,152600.0,152700.0,153000.0,153400.0,153600.0,153700.0,153600.0,153600.0,153500.0,153600.0,153800.0,154200.0,154800.0,155500.0,156600.0,157900.0,159200.0,160300.0,161300.0,162200.0,163000.0,163800.0,164600.0,165300.0,166200.0,167100.0,168200.0,169500.0,170700.0,171600.0,172600.0,173600.0,174500.0,175300.0,176200.0,177100.0,178100.0,179300.0,180800.0,182500.0,184300.0,185900.0,187700.0,189500.0,191300.0,193000.0,194800.0,196700.0,198600.0,200600.0,202700.0,205000.0,207300.0,209400.0,211400.0,213400.0,215400.0,217400.0,219400.0,221600.0,224100.0,226800.0,229700.0,232900.0,236300.0,239700.0,243200.0,246800.0,250600.0,254700.0,259000.0,263600.0,268600.0,274200.0,279900.0,285100.0,289600.0,294300.0,299200.0,304400.0,310300.0,316600.0,323100.0,329800.0,336600.0,343400.0,350300.0,357500.0,365000.0,372900.0,381300.0,390200.0,399600.0,409200.0,418400.0,426800.0,434300.0,441100.0,447800.0,455100.0,463100.0,471900.0,481300.0,490700.0,500000.0,509000.0,517400.0,525200.0,532300.0,538200.0,543000.0,546900.0,550100.0,552900.0,555000.0,556400.0,557300.0,557100.0,555500.0,553200.0,550900.0,548400.0,546200.0,544600.0,543100.0,541400.0,539200.0,536300.0,532900.0,528400.0,522300.0,515600.0,509100.0,502700.0,496100.0,489600.0,482500.0,474000.0,464000.0,453500.0,443500.0,434800.0,427100.0,420100.0,413300.0,406800.0,400500.0,395000.0,389500.0,383300.0,376000.0,368300.0,362100.0,358800.0,357700.0,357900.0,359000.0,360200.0,361300.0,362500.0,363300.0,363400.0,365100.0,367700.0,367900.0,366100.0,366700.0,368100.0,368900.0,369700.0,370300.0,369000.0,366900.0,365000.0,362900.0,361200.0,360900.0,360300.0,357900.0,354800.0,352500.0,350000.0,347400.0,345400.0,344300.0,344200.0,345600.0,347700.0,350000.0,351800.0,352700.0,353300.0,354600.0,358000.0,362800.0,367300.0,372200.0,378900.0,386700.0,394600.0,401100.0,406500.0,411200.0,414400.0,415900.0,416600.0,417300.0,419000.0,421900.0,424600.0,426800.0,429000.0,433100.0,438800,443200,446300,449100,450300,450800,453200,456100,459200,462300,466000,469200,471400,474100,480100,487300,493200,498200,502700,507500,512200,516400,520200,523700,526800,530800,535200,538100,541700,547300,552900,557400,560900,564500,568700,573800,579300,585700,590900,594700,598500,601300,602800,606100,612400,616200,"90250, Hawthorne"
30,90046,340600.0,341700.0,343000.0,344400.0,346100.0,348000.0,350300.0,353000.0,356400.0,360400.0,364400.0,368200.0,372300.0,376500.0,381100.0,385800.0,390900.0,396200.0,402000.0,408200.0,415100.0,422400.0,429400.0,435900.0,442200.0,448000.0,453600.0,458800.0,463800.0,468600.0,473500.0,478400.0,483600.0,489100.0,494300.0,498800.0,503200.0,507400.0,511700.0,515900.0,520200.0,524600.0,529400.0,534500.0,540000.0,546000.0,551700.0,556300.0,560300.0,563800.0,566800.0,569200.0,571300.0,573300.0,575400.0,577800.0,580700.0,584100.0,587500.0,590200.0,592500.0,594500.0,596400.0,598200.0,600000.0,602300.0,605500.0,609600.0,614800.0,621000.0,628000.0,635100.0,642700.0,650700.0,659500.0,668900.0,678800.0,689400.0,700700.0,713800.0,727400.0,739200.0,749300.0,759900.0,770500.0,781200.0,792500.0,804900.0,818000.0,830800.0,843000.0,854100.0,865200.0,877400.0,891900.0,908900.0,928400.0,948900.0,969400.0,990100.0,1011500.0,1034200.0,1057800.0,1080800.0,1103000.0,1124700.0,1147000.0,1171400.0,1199400.0,1230400.0,1263200.0,1294700.0,1322000.0,1344800.0,1363100.0,1376500.0,1386600.0,1395500.0,1403800.0,1411100.0,1415900.0,1418200.0,1418900.0,1417400.0,1413300.0,1409200.0,1406300.0,1404100.0,1403200.0,1403000.0,1401200.0,1396000.0,1386900.0,1375700.0,1364700.0,1353200.0,1340700.0,1329700.0,1319500.0,1308800.0,1298200.0,1288400.0,1278000.0,1265300.0,1248300.0,1229400.0,1211700.0,1197600.0,1187700.0,1182200.0,1177700.0,1172300.0,1167000.0,1162900.0,1158700.0,1152800.0,1143300.0,1131100.0,1122900.0,1122900.0,1128800.0,1137400.0,1145400.0,1149900.0,1152500.0,1155200.0,1156900.0,1156500.0,1159100.0,1159900.0,1152200.0,1142700.0,1139400.0,1130300.0,1116700.0,1103400.0,1093500.0,1082800.0,1068700.0,1054200.0,1044600.0,1039900.0,1036000.0,1023800.0,1000600.0,975500.0,956500.0,945500.0,940500.0,938800.0,936900.0,936400.0,941100.0,954000.0,971700.0,991100.0,1008300.0,1025600.0,1044200.0,1068100.0,1088200.0,1101000.0,1119000.0,1145100.0,1168000.0,1185600.0,1200800.0,1214100.0,1228900.0,1242500.0,1253600.0,1260200.0,1263100.0,1265900.0,1273000.0,1284000.0,1297400.0,1310100.0,1323500.0,1338900,1351700,1361300,1375200,1387300,1392700,1399400,1419400,1446100,1474300,1498900,1519500,1538500,1555400,1575300,1600100,1622900,1638300,1654200,1664800,1667600,1662900,1662300,1666100,1669700,1681000,1700100,1710700,1720100,1741500,1762900,1773800,1785400,1799800,1812600,1825000,1839800,1861100,1888600,1903900,1907500,1922100,1952400,1974500,1975900,1966900,"90046, Los Angeles"
75,90034,231300.0,231700.0,232100.0,232400.0,232700.0,233200.0,233800.0,234700.0,236000.0,237800.0,239600.0,241200.0,242900.0,244700.0,246700.0,248900.0,251200.0,253700.0,256500.0,259600.0,263100.0,267100.0,270900.0,274500.0,278100.0,281700.0,285300.0,288700.0,292200.0,295600.0,299100.0,302600.0,306400.0,310200.0,313700.0,316500.0,319200.0,321600.0,323800.0,325800.0,327700.0,329700.0,331800.0,334200.0,337000.0,340300.0,343500.0,346400.0,349300.0,352100.0,355000.0,357700.0,360400.0,363000.0,365800.0,368600.0,371500.0,374600.0,377600.0,380100.0,382300.0,384400.0,386400.0,388400.0,390500.0,393200.0,396400.0,400200.0,404700.0,409900.0,415500.0,421300.0,427300.0,433400.0,439800.0,446400.0,453100.0,460200.0,467700.0,476100.0,484900.0,492700.0,499800.0,507600.0,516100.0,525300.0,535700.0,547600.0,560400.0,573400.0,586600.0,599700.0,612500.0,625100.0,638000.0,651400.0,666000.0,680800.0,695300.0,708800.0,720600.0,730700.0,738900.0,745400.0,751300.0,757500.0,764300.0,771400.0,778500.0,784700.0,790600.0,796000.0,801000.0,806200.0,811500.0,816700.0,821800.0,827300.0,832400.0,837200.0,840900.0,843300.0,844400.0,844200.0,842000.0,838800.0,834700.0,828900.0,822300.0,816000.0,810200.0,805400.0,801200.0,797000.0,792700.0,788100.0,782400.0,777000.0,772400.0,768100.0,763700.0,758900.0,751800.0,742500.0,731700.0,720800.0,711900.0,706600.0,703600.0,702200.0,701400.0,701000.0,701200.0,702400.0,702900.0,702400.0,700600.0,697700.0,695600.0,695600.0,696000.0,696500.0,697100.0,697500.0,698500.0,700400.0,702000.0,699000.0,696800.0,699100.0,699900.0,697300.0,699500.0,701800.0,701200.0,700400.0,700500.0,697400.0,694200.0,694400.0,693600.0,690700.0,688500.0,686500.0,682000.0,676700.0,672100.0,667500.0,661800.0,658200.0,657900.0,658500.0,662700.0,670200.0,676300.0,679900.0,683100.0,688200.0,696400.0,708100.0,720300.0,731000.0,742400.0,757300.0,772000.0,784900.0,800000.0,816600.0,830700.0,842200.0,854000.0,862900.0,865300.0,864100.0,867400.0,875600.0,883600.0,888800.0,892700.0,895700,896700,896500,895900,894400,894200,898500,904400,909200,916200,925700,934900,943000,951200,960900,973100,985100,1000300,1018800,1033400,1047100,1063700,1076200,1082400,1091800,1107100,1122100,1130400,1144000,1168700,1192300,1207300,1216600,1222100,1234400,1259400,1287500,1310000,1329900,1347200,1360300,1368500,1382700,1398000,1411400,1419100,"90034, Los Angeles"
86,90044,119500.0,119500.0,119400.0,119300.0,119200.0,119100.0,119100.0,119200.0,119400.0,119700.0,120000.0,120200.0,120300.0,120600.0,120900.0,121400.0,121900.0,122500.0,123400.0,124400.0,125600.0,126900.0,128000.0,128900.0,129700.0,130400.0,130800.0,131000.0,131200.0,131200.0,131200.0,131200.0,131500.0,131800.0,132000.0,132200.0,132400.0,132700.0,132900.0,133100.0,133200.0,133400.0,133600.0,133800.0,134100.0,134400.0,134600.0,134700.0,134800.0,134900.0,135000.0,135100.0,135200.0,135500.0,135800.0,136200.0,136800.0,137400.0,138100.0,138700.0,139300.0,140000.0,140600.0,141300.0,141900.0,142700.0,143600.0,144700.0,146000.0,147500.0,149200.0,150800.0,152400.0,154100.0,155800.0,157600.0,159400.0,161400.0,163400.0,165700.0,168100.0,170300.0,172300.0,174400.0,176400.0,178600.0,181000.0,183900.0,187200.0,190800.0,194500.0,198300.0,202300.0,206700.0,211500.0,216900.0,222900.0,229400.0,236500.0,244000.0,251500.0,258700.0,265400.0,271500.0,277700.0,284400.0,291600.0,299300.0,307500.0,315700.0,323900.0,332300.0,340800.0,349300.0,357700.0,365700.0,373200.0,379800.0,385600.0,390900.0,396200.0,401200.0,405500.0,409400.0,412600.0,415200.0,417400.0,418900.0,419900.0,420800.0,421000.0,420700.0,419800.0,418300.0,415900.0,413300.0,410300.0,407200.0,403900.0,400300.0,396400.0,392900.0,388500.0,383000.0,376100.0,368100.0,358900.0,349000.0,338400.0,327900.0,317500.0,307000.0,296400.0,286600.0,276700.0,266200.0,254900.0,243300.0,232000.0,222500.0,215100.0,209700.0,205800.0,203400.0,202400.0,201100.0,200600.0,200500.0,201200.0,203300.0,207400.0,210200.0,212400.0,214000.0,215600.0,217200.0,218200.0,218500.0,218100.0,217600.0,217200.0,216900.0,216800.0,217300.0,217900.0,217700.0,216800.0,215200.0,213500.0,212700.0,212200.0,212000.0,212800.0,214100.0,215000.0,215800.0,216300.0,216600.0,217200.0,218700.0,220300.0,221600.0,223700.0,227300.0,231500.0,235800.0,240000.0,244000.0,247700.0,251000.0,254000.0,256800.0,258600.0,260200.0,262900.0,266100.0,269100.0,271900.0,274300.0,276600,278500,280000,281200,282300,283200,285300,287900,290300,292900,296200,299500,302000,303900,306600,310400,314500,319000,323600,327000,329800,332200,333800,336000,340600,346700,353200,357700,361200,364900,368800,371500,373400,375400,378500,381500,383800,386900,390600,394300,398600,404200,409700,414300,418500,421100,"90044, Los Angeles"
90,90805,128300.0,128100.0,127800.0,127500.0,127100.0,126800.0,126600.0,126400.0,126500.0,126600.0,126700.0,126600.0,126500.0,126400.0,126400.0,126500.0,126700.0,127100.0,127600.0,128300.0,129200.0,130300.0,131300.0,132000.0,132600.0,133100.0,133300.0,133400.0,133500.0,133500.0,133600.0,133800.0,134200.0,134700.0,135200.0,135700.0,136300.0,136900.0,137600.0,138300.0,139200.0,140100.0,141100.0,142100.0,143400.0,144800.0,146100.0,147300.0,148600.0,149800.0,151000.0,152100.0,153200.0,154400.0,155500.0,156700.0,158000.0,159500.0,160900.0,162300.0,163600.0,165100.0,166500.0,167900.0,169400.0,171000.0,172800.0,174600.0,176700.0,179000.0,181300.0,183600.0,185900.0,188300.0,190900.0,193500.0,196300.0,199100.0,202300.0,205600.0,209000.0,212200.0,215200.0,218600.0,222400.0,226600.0,231400.0,236600.0,242000.0,247400.0,252900.0,258600.0,264700.0,271300.0,278400.0,286100.0,294400.0,302900.0,311500.0,320100.0,328400.0,336600.0,344400.0,351700.0,358700.0,365600.0,372200.0,378700.0,385300.0,391700.0,398100.0,404600.0,411000.0,417400.0,423700.0,429400.0,434700.0,439700.0,444400.0,449000.0,453500.0,457500.0,460700.0,462500.0,462800.0,462200.0,461300.0,460000.0,458800.0,458000.0,456800.0,455300.0,453700.0,452100.0,449900.0,446500.0,441700.0,436300.0,430500.0,424300.0,417900.0,411300.0,403800.0,395100.0,385500.0,375600.0,365400.0,355400.0,346000.0,337300.0,328900.0,320600.0,312600.0,305300.0,297800.0,289700.0,281200.0,272500.0,265100.0,261300.0,260300.0,260700.0,261900.0,263400.0,264000.0,263800.0,264300.0,264500.0,264000.0,264000.0,264200.0,263000.0,262100.0,260700.0,259700.0,259800.0,260400.0,259600.0,258200.0,257100.0,256200.0,255300.0,254700.0,253900.0,252300.0,250200.0,248300.0,246200.0,245000.0,245000.0,245300.0,245900.0,247500.0,249700.0,251900.0,254000.0,256400.0,259200.0,261400.0,263700.0,266200.0,269000.0,273300.0,280300.0,288400.0,296100.0,302800.0,308500.0,313200.0,316700.0,318900.0,320400.0,321400.0,322100.0,323500.0,325500.0,327900.0,330400.0,333600.0,337300,339600,341000,342900,344600,345600,348000,350500,351700,352900,354600,356400,357900,359300,361800,364700,367400,370500,374500,378300,381800,385100,388300,391300,394200,397200,400300,402800,405600,409100,412300,414200,415300,416900,419800,423500,426900,430600,434800,439300,443500,447700,451700,455000,457600,459100,"90805, Long Beach"
94,90650,146800.0,146400.0,145900.0,145400.0,145000.0,144500.0,144200.0,144000.0,144000.0,144200.0,144300.0,144300.0,144200.0,144200.0,144300.0,144400.0,144500.0,144800.0,145200.0,145800.0,146600.0,147500.0,148400.0,149100.0,149700.0,150100.0,150400.0,150700.0,150900.0,151300.0,151800.0,152400.0,153300.0,154400.0,155400.0,156200.0,157100.0,158000.0,158700.0,159400.0,160100.0,160700.0,161400.0,162300.0,163300.0,164400.0,165600.0,166700.0,167800.0,168900.0,170000.0,171100.0,172100.0,173200.0,174300.0,175400.0,176800.0,178200.0,179900.0,181500.0,183100.0,184800.0,186500.0,188200.0,189900.0,191600.0,193400.0,195300.0,197500.0,199800.0,202300.0,205000.0,207800.0,210900.0,214300.0,218000.0,221900.0,226100.0,230500.0,235200.0,240000.0,244400.0,248300.0,252300.0,256500.0,260800.0,265400.0,270300.0,275300.0,280400.0,285600.0,290900.0,296400.0,302400.0,309000.0,316400.0,324500.0,333000.0,341600.0,350100.0,358300.0,366200.0,373600.0,380500.0,387000.0,393300.0,399400.0,405400.0,411600.0,417900.0,424600.0,431500.0,438400.0,445400.0,452400.0,459100.0,465400.0,471200.0,476600.0,481800.0,486800.0,491200.0,494900.0,497400.0,498100.0,497700.0,496800.0,495600.0,494200.0,493200.0,491900.0,490200.0,488000.0,485200.0,481700.0,477100.0,471200.0,464800.0,457900.0,450700.0,443300.0,435700.0,427200.0,417400.0,406000.0,394100.0,382000.0,371900.0,364200.0,357800.0,351100.0,344600.0,338200.0,332500.0,326600.0,320300.0,313400.0,306300.0,300300.0,296900.0,295500.0,295000.0,294700.0,294600.0,295000.0,294400.0,294100.0,293700.0,294200.0,295700.0,297300.0,296000.0,294700.0,293700.0,293100.0,292200.0,291000.0,289900.0,289200.0,288900.0,288500.0,287700.0,287400.0,287100.0,285700.0,283000.0,281400.0,280800.0,280700.0,281000.0,281100.0,281300.0,282900.0,285100.0,286800.0,288500.0,290100.0,292300.0,295100.0,298500.0,301600.0,304700.0,308500.0,313700.0,319300.0,325600.0,332000.0,337900.0,342900.0,346800.0,349500.0,351900.0,353600.0,355000.0,357200.0,360400.0,363300.0,365600.0,368000.0,370300,371000,370900,371000,370900,371000,373100,376400,379500,382400,385300,387700,390200,393200,396800,400100,402900,405500,408200,410200,412200,414200,415900,417700,420500,424800,429400,432300,434700,437600,440300,442300,443600,445000,447600,450800,453800,458000,462500,466200,469200,473000,476600,479300,481200,481800,"90650, Norwalk"
96,92683,172200.0,171900.0,171600.0,171300.0,171100.0,170900.0,170900.0,170800.0,171000.0,171300.0,171600.0,171700.0,171900.0,172200.0,172600.0,173200.0,174000.0,174900.0,176100.0,177500.0,179200.0,181200.0,183100.0,184800.0,186500.0,188300.0,190000.0,191700.0,193500.0,195300.0,197100.0,198900.0,200800.0,202800.0,204500.0,206000.0,207400.0,208700.0,210100.0,211600.0,213200.0,214900.0,217000.0,219200.0,221800.0,224400.0,227100.0,229500.0,231900.0,234300.0,236800.0,239200.0,241700.0,244300.0,246900.0,249700.0,252700.0,255700.0,258500.0,261200.0,263700.0,266200.0,268500.0,270900.0,273400.0,275900.0,278700.0,281600.0,284700.0,288000.0,291400.0,294900.0,298600.0,302600.0,307100.0,312100.0,317400.0,323000.0,329000.0,335200.0,341300.0,347000.0,352100.0,357200.0,362300.0,367500.0,373200.0,379500.0,386500.0,394100.0,402400.0,411100.0,420200.0,430000.0,440600.0,452200.0,464700.0,477300.0,489500.0,500300.0,509000.0,515700.0,520900.0,525200.0,529400.0,533900.0,538900.0,544600.0,550700.0,556900.0,563300.0,570100.0,576800.0,583400.0,589800.0,595800.0,601500.0,606900.0,612000.0,616900.0,621100.0,624000.0,625700.0,625800.0,624600.0,622700.0,620500.0,618000.0,615700.0,613700.0,611400.0,608200.0,603800.0,598600.0,592600.0,585200.0,576700.0,567800.0,558900.0,549700.0,539600.0,528800.0,517800.0,506800.0,496300.0,487400.0,479700.0,473200.0,468000.0,464000.0,460600.0,457500.0,454600.0,451300.0,447400.0,442600.0,437100.0,431600.0,427400.0,425500.0,425700.0,427000.0,429200.0,431700.0,434100.0,435600.0,435900.0,434500.0,433900.0,435200.0,435700.0,434700.0,433600.0,432900.0,431100.0,426900.0,422300.0,420100.0,419500.0,419700.0,419400.0,416700.0,413700.0,412400.0,410400.0,406800.0,404300.0,405000.0,407100.0,407100.0,405300.0,404800.0,405400.0,407100.0,410300.0,414400.0,418000.0,421800.0,424900.0,427100.0,429800.0,434500.0,442000.0,452100.0,463500.0,473500.0,480700.0,485300.0,488900.0,491400.0,494100.0,496400.0,498100.0,501100.0,505600.0,508700.0,510900.0,513500.0,514800.0,515300,517600,520400,522100,523800,525100,525800,528100,531500,533900,537000,541900,546300,549500,553200,556400,558500,561100,563400,563300,562400,563000,565000,567600,570600,573300,576300,580700,585800,590800,595900,601000,604500,607000,610600,615600,620700,626000,630800,634900,639500,644500,647700,650500,654500,656900,"92683, Westminster"
107,90026,138100.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138600.0,139000.0,139400.0,139600.0,139800.0,140200.0,140600.0,141100.0,141800.0,142700.0,143800.0,145100.0,146900.0,149000.0,151000.0,152800.0,154700.0,156600.0,158500.0,160400.0,162300.0,164200.0,166200.0,168100.0,170200.0,172300.0,174100.0,175600.0,176800.0,178000.0,179100.0,180100.0,181000.0,182000.0,183400.0,184900.0,187000.0,189400.0,192000.0,194500.0,197200.0,200000.0,202800.0,205700.0,208600.0,211500.0,214500.0,217500.0,220600.0,223700.0,226600.0,229300.0,231800.0,234000.0,236200.0,238200.0,240300.0,242700.0,245400.0,248500.0,252000.0,255800.0,260000.0,264500.0,269200.0,274100.0,279300.0,284700.0,290600.0,297100.0,304000.0,312100.0,321300.0,330100.0,337600.0,344800.0,352100.0,359600.0,367500.0,375900.0,384100.0,391900.0,399400.0,407000.0,415000.0,424000.0,434200.0,445600.0,458000.0,470800.0,483700.0,496400.0,508500.0,519700.0,530000.0,538900.0,546600.0,554100.0,561600.0,569600.0,578300.0,587900.0,599200.0,612100.0,625300.0,638000.0,649000.0,657500.0,663600.0,668400.0,672100.0,675300.0,677400.0,678100.0,677100.0,674000.0,669000.0,663900.0,659600.0,655900.0,653300.0,651800.0,650700.0,649300.0,647300.0,644200.0,640200.0,635000.0,628000.0,620300.0,612600.0,604700.0,596900.0,589400.0,580800.0,570500.0,558300.0,545600.0,533800.0,524900.0,518300.0,513200.0,508300.0,503800.0,500000.0,497100.0,493800.0,489300.0,483400.0,476700.0,471500.0,469800.0,470200.0,471900.0,474400.0,477200.0,480000.0,482800.0,484500.0,483400.0,484900.0,491000.0,496700.0,496600.0,495700.0,493600.0,491600.0,490700.0,490800.0,488800.0,487200.0,489100.0,490700.0,489100.0,485800.0,483500.0,481500.0,478500.0,475200.0,472100.0,467900.0,464300.0,463400.0,464500.0,467700.0,474500.0,483400.0,491800.0,498000.0,505300.0,515600.0,527100.0,538300.0,548600.0,559300.0,572400.0,586100.0,597800.0,608000.0,619100.0,630500.0,641700.0,650500.0,657200.0,661000.0,662100.0,665600.0,672300.0,680000.0,686600.0,692500.0,696200,699400,703200,705400,705900,708800,717500,727700,735200,738700,739800,740400,742300,743700,745800,749300,752500,756400,762500,768600,774300,778800,783500,789100,797500,808600,818500,823100,827400,833600,838800,840400,842900,850400,861800,872800,883600,895800,907700,919900,932600,947300,962600,973700,975200,972100,"90026, Los Angeles"
133,90066,241100.0,241000.0,240900.0,240800.0,240700.0,240800.0,241100.0,241600.0,242600.0,244000.0,245500.0,246800.0,248200.0,249800.0,251600.0,253800.0,256300.0,259300.0,262900.0,267000.0,271900.0,277400.0,282900.0,288200.0,293700.0,299100.0,304500.0,309800.0,315000.0,320100.0,325000.0,329700.0,334700.0,339500.0,343900.0,347500.0,350800.0,353800.0,356500.0,358700.0,360600.0,362300.0,364000.0,365600.0,367500.0,369700.0,371700.0,373100.0,374300.0,375400.0,376400.0,377400.0,378700.0,380400.0,382800.0,385900.0,389800.0,394300.0,399300.0,404200.0,409100.0,413700.0,418200.0,422300.0,426200.0,430000.0,433900.0,437900.0,442200.0,446900.0,451900.0,457000.0,462200.0,467500.0,473200.0,479200.0,485600.0,492300.0,499400.0,507200.0,515100.0,521700.0,527100.0,533000.0,539700.0,547600.0,556900.0,567300.0,578100.0,588800.0,599200.0,609400.0,620000.0,631200.0,643600.0,657200.0,672000.0,687000.0,701600.0,715200.0,727700.0,739300.0,749800.0,758500.0,766100.0,773100.0,779800.0,786700.0,794200.0,802500.0,812000.0,822300.0,832600.0,842500.0,851500.0,858900.0,864800.0,869600.0,873000.0,875000.0,874600.0,871800.0,867200.0,860900.0,853100.0,845500.0,838800.0,832900.0,828200.0,824900.0,822200.0,820000.0,817900.0,815800.0,813800.0,811000.0,806500.0,801500.0,796500.0,791800.0,788300.0,785500.0,781800.0,775900.0,767300.0,757300.0,747600.0,739700.0,733800.0,729400.0,725300.0,721500.0,718600.0,716400.0,713300.0,708700.0,702600.0,695800.0,691100.0,690700.0,693500.0,698100.0,703100.0,707500.0,710500.0,713200.0,714700.0,714000.0,717200.0,724500.0,728100.0,726300.0,726200.0,724700.0,722300.0,719400.0,714400.0,707400.0,702100.0,698700.0,695700.0,691600.0,688300.0,686700.0,685900.0,683800.0,681200.0,679200.0,679100.0,680300.0,682600.0,687000.0,692200.0,698800.0,706900.0,714200.0,717600.0,721900.0,730800.0,743800.0,756600.0,768400.0,782900.0,802200.0,821000.0,838700.0,854900.0,868100.0,877800.0,887000.0,895200.0,903500.0,909600.0,913400.0,919800.0,929800.0,936900.0,941500.0,948100.0,955300,960000,965200,970700,976500,987000,1002600,1019400,1032700,1048500,1063400,1080600,1102500,1126900,1146600,1164100,1175300,1184700,1195900,1206200,1215200,1223200,1230400,1238200,1246900,1259700,1280600,1303100,1321600,1335600,1345100,1351200,1358400,1373900,1398300,1419100,1435000,1454100,1471100,1473300,1470400,1476200,1490500,1496300,1494000,1489900,"90066, Los Angeles"
