,Zipcode,City,CountyName,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
9,94109,San Francisco,San Francisco,766000.0,771100.0,776500.0,781900.0,787300.0,793000.0,799100.0,805800.0,814400.0,824300.0,833800.0,842900.0,852900.0,863500.0,874800.0,886500.0,898200.0,910200.0,922800.0,936100.0,951500.0,968400.0,984900.0,1001100.0,1018700.0,1037200.0,1056700.0,1076900.0,1097300.0,1118200.0,1139800.0,1162400.0,1187600.0,1214200.0,1240400.0,1266500.0,1294400.0,1323300.0,1353300.0,1384000.0,1414800.0,1445800.0,1477300.0,1509700.0,1544400.0,1580300.0,1614900.0,1648100.0,1681900.0,1715200.0,1748100.0,1779600.0,1809200.0,1836700.0,1862900.0,1888300.0,1913400.0,1937300.0,1958700.0,1978500.0,1997500.0,2015400.0,2032000.0,2046500.0,2058400.0,2068400.0,2077400.0,2086300.0,2094900.0,2102900.0,2110000.0,2117200.0,2124300.0,2131500.0,2138600.0,2144500.0,2148300.0,2150900.0,2154300.0,2155300.0,2150200.0,2141100.0,2130800.0,2119000.0,2106400.0,2096600.0,2091500.0,2089600.0,2089100.0,2091900.0,2101700.0,2122200.0,2154900.0,2195700.0,2238900.0,2280100.0,2314800.0,2340400.0,2360300.0,2380700.0,2405800.0,2435000.0,2464500.0,2491200.0,2515000.0,2534800.0,2549600.0,2560400.0,2564000.0,2556800.0,2540300.0,2518200.0,2494000.0,2474300.0,2459700.0,2446000.0,2432400.0,2418700.0,2402600.0,2387800.0,2375900.0,2367800.0,2368200.0,2379400.0,2393600.0,2405900.0,2410400.0,2404600.0,2397700.0,2396800.0,2402300.0,2420300.0,2449600.0,2484300.0,2526300.0,2572300.0,2607300.0,2630100.0,2640100.0,2633300.0,2620600.0,2609400.0,2597200.0,2594300.0,2601300.0,2609700.0,2617600.0,2620200.0,2608900.0,2599800.0,2597600.0,2597000.0,2606900.0,2624200.0,2631500.0,2632000.0,2625300.0,2609600.0,2598100.0,2593700.0,2583100.0,2576900.0,2575400.0,2576600.0,2579400.0,2594100.0,2618300.0,2596500.0,2553300.0,2541300.0,2540900.0,2516900.0,2509900.0,2494100.0,2474100.0,2494300.0,2506800.0,2472000.0,2420400.0,2390200.0,2369800.0,2344900.0,2298100.0,2253100.0,2237500.0,2246700.0,2253000.0,2243500.0,2238100.0,2244700.0,2261100.0,2276900.0,2303700.0,2339400.0,2381700.0,2443600.0,2512900.0,2563900.0,2621000.0,2674200.0,2715300.0,2752000.0,2804100.0,2879700.0,2961000.0,3024300.0,3084000.0,3128400.0,3149900.0,3168700.0,3181800.0,3177400.0,3171800.0,3181200.0,3197700.0,3215700.0,3243400.0,3277900.0,3309700.0,3341800,3357200,3362600,3384400,3419200,3431800,3426400,3439000,3486600,3534800,3566500,3596400,3625500,3641400,3657900,3666000,3667000,3685600,3731000,3776100,3793100,3766500,3720300,3683100,3664400,3656100,3652900,3635600,3635900,3669900,3717900,3734900,3726800,3717500,3734000,3759300,3767700,3763900,3775000,3799700,3793900,3778700,3770800,3763100,3779800,3813500
27,94565,Pittsburg,Contra Costa,139200.0,138300.0,137500.0,136600.0,135600.0,134700.0,133800.0,133100.0,132600.0,132300.0,132100.0,132000.0,131900.0,131900.0,131900.0,132000.0,131900.0,131800.0,131500.0,131100.0,130700.0,130300.0,129900.0,129600.0,129600.0,130100.0,131100.0,132600.0,134700.0,137100.0,140000.0,143200.0,146500.0,149900.0,153000.0,155600.0,157900.0,159900.0,161800.0,163500.0,165300.0,167200.0,169200.0,171500.0,174200.0,177000.0,179800.0,182500.0,185200.0,187800.0,190500.0,193300.0,196100.0,198900.0,201700.0,204500.0,207400.0,210200.0,212900.0,215200.0,217400.0,219300.0,221000.0,222500.0,223800.0,225000.0,226200.0,227500.0,229100.0,231000.0,232900.0,235000.0,237200.0,239700.0,242400.0,245400.0,248600.0,252000.0,255600.0,259600.0,263800.0,268000.0,272100.0,276100.0,279800.0,283200.0,286500.0,290000.0,293500.0,297000.0,300300.0,303200.0,306000.0,309400.0,313800.0,319600.0,327200.0,335900.0,345300.0,354000.0,361500.0,368000.0,374200.0,380300.0,387000.0,394400.0,402500.0,411700.0,422300.0,433200.0,443600.0,452100.0,457800.0,461400.0,463800.0,465000.0,465600.0,465800.0,465500.0,464500.0,462400.0,458900.0,454500.0,449700.0,445100.0,442400.0,441900.0,442600.0,443200.0,442400.0,439300.0,434800.0,430600.0,426800.0,423300.0,419000.0,413100.0,406200.0,399400.0,392000.0,383700.0,374400.0,363300.0,350100.0,334200.0,316300.0,297400.0,281600.0,269900.0,260200.0,250500.0,241400.0,232400.0,223900.0,215600.0,207500.0,199700.0,191600.0,184500.0,179400.0,175600.0,172300.0,170100.0,169000.0,167900.0,166400.0,166300.0,167600.0,169600.0,173000.0,177600.0,181000.0,183100.0,184100.0,183200.0,181100.0,178900.0,177700.0,176000.0,173700.0,170800.0,168800.0,167300.0,165900.0,164800.0,164300.0,163400.0,162100.0,161300.0,161300.0,162600.0,164800.0,167300.0,169400.0,170900.0,172000.0,174000.0,177200.0,180900.0,184000.0,187100.0,190900.0,194800.0,198200.0,201900.0,206100.0,210000.0,215500.0,222300.0,228100.0,233100.0,239400.0,246200.0,251800.0,255800.0,259900.0,264700.0,269600.0,276000.0,280900,281400,280200,282000,285100,288100,291700,295000,298200,302100,306800,310300,313800,318500,323200,326900,331300,336600,341000,344100,346700,349300,352400,355200,357700,360400,363300,366200,368800,370700,372300,375000,378400,381900,385800,390400,394900,398400,401600,405400,408600,410900,413700,417900,424300,430100
76,94110,San Francisco,San Francisco,213900.0,214800.0,216000.0,217500.0,219200.0,221200.0,223700.0,226500.0,229900.0,233600.0,237400.0,241100.0,244800.0,248400.0,252000.0,255400.0,258700.0,261800.0,264900.0,268000.0,271100.0,274300.0,277400.0,280300.0,283200.0,286200.0,289600.0,293100.0,296900.0,300900.0,305300.0,310100.0,315600.0,321600.0,327700.0,334000.0,340700.0,347700.0,355100.0,363000.0,371000.0,379400.0,388200.0,397400.0,407200.0,417500.0,427600.0,437500.0,447300.0,456800.0,466100.0,474800.0,482900.0,490000.0,496600.0,502500.0,507900.0,512600.0,516400.0,519200.0,521000.0,522200.0,522800.0,522900.0,522500.0,521900.0,521500.0,521300.0,521600.0,522600.0,524200.0,526400.0,529100.0,532500.0,536600.0,541000.0,545300.0,549400.0,553500.0,557800.0,561700.0,565000.0,568100.0,571300.0,573400.0,574100.0,574200.0,574800.0,576500.0,579400.0,583500.0,588900.0,595900.0,604700.0,615000.0,626400.0,638900.0,652300.0,666700.0,682100.0,698200.0,714400.0,730300.0,744900.0,758200.0,770100.0,780800.0,791000.0,801000.0,810600.0,819800.0,827800.0,834200.0,838800.0,841200.0,840900.0,838000.0,833500.0,827900.0,821900.0,816100.0,811100.0,806900.0,802500.0,797900.0,793600.0,790800.0,790500.0,793500.0,798800.0,805300.0,812100.0,818600.0,824400.0,829900.0,834700.0,838400.0,840200.0,839800.0,837100.0,833500.0,829500.0,825900.0,822500.0,819200.0,815500.0,811500.0,805700.0,797900.0,789200.0,780300.0,771400.0,764000.0,757600.0,750500.0,741200.0,730400.0,718800.0,710300.0,707900.0,711100.0,716900.0,723600.0,730300.0,737100.0,745600.0,749200.0,750200.0,753400.0,760200.0,760000.0,753500.0,745600.0,739700.0,735500.0,735700.0,737000.0,735600.0,734500.0,734900.0,736500.0,738900.0,740800.0,741300.0,743600.0,749300.0,755200.0,758400.0,757800.0,755700.0,756600.0,759700.0,760600.0,759100.0,764000.0,776800.0,789600.0,797900.0,807100.0,813600.0,818800.0,824600.0,834600.0,849800.0,870400.0,891700.0,911800.0,927800.0,938500.0,948800.0,962600.0,982700.0,1005800.0,1032100.0,1059800.0,1084400.0,1109600.0,1138400.0,1165400.0,1185300,1202000,1219800,1242000,1261300,1273800,1285100,1299900,1320000,1332800,1341200,1349200,1363500,1379700,1386100,1372600,1361000,1362600,1368800,1368700,1354900,1336700,1327500,1329400,1338800,1356500,1378600,1396800,1409800,1421600,1431900,1441200,1450000,1462800,1480000,1496200,1503000,1506400,1513500,1525200,1533600,1536500,1536200,1544400,1570000,1594000
104,94558,Napa,Napa,205200.0,204200.0,203100.0,202100.0,201200.0,200500.0,200100.0,200100.0,200500.0,201400.0,202500.0,203700.0,205100.0,206800.0,208600.0,210300.0,212000.0,213700.0,215200.0,216700.0,218300.0,219900.0,221300.0,222400.0,223500.0,224600.0,225800.0,227000.0,228300.0,229700.0,231300.0,233100.0,235200.0,237600.0,240000.0,242400.0,245100.0,248000.0,251000.0,254200.0,257700.0,261400.0,265500.0,270200.0,275500.0,281300.0,287300.0,293300.0,299400.0,305600.0,311700.0,317600.0,323100.0,328400.0,333600.0,338500.0,343500.0,348300.0,352900.0,357200.0,361200.0,364900.0,368200.0,371200.0,373900.0,376300.0,378600.0,381000.0,383400.0,386000.0,388700.0,391600.0,394600.0,397900.0,401600.0,405800.0,410300.0,415300.0,420800.0,426800.0,433200.0,439400.0,445400.0,451500.0,457700.0,463900.0,470300.0,477200.0,484300.0,491400.0,498100.0,504100.0,509400.0,514400.0,519300.0,524400.0,529800.0,536100.0,543700.0,552600.0,562100.0,572000.0,582100.0,591900.0,601500.0,610600.0,619000.0,627400.0,636400.0,644700.0,651800.0,657000.0,660300.0,662300.0,663500.0,663500.0,662700.0,661800.0,660600.0,660000.0,659900.0,658900.0,656700.0,654000.0,651300.0,649300.0,647600.0,645800.0,644800.0,644700.0,643900.0,642800.0,641100.0,637100.0,631300.0,624800.0,618300.0,611400.0,602500.0,591600.0,582100.0,575300.0,569700.0,564800.0,559600.0,551300.0,540200.0,529900.0,522600.0,517800.0,512000.0,504500.0,497900.0,493100.0,488500.0,483900.0,478700.0,471200.0,462600.0,454700.0,448600.0,443900.0,439100.0,433800.0,431000.0,431300.0,434100.0,430300.0,420000.0,412400.0,410400.0,409300.0,407900.0,404000.0,402200.0,404900.0,404800.0,398800.0,390000.0,382700.0,376500.0,375000.0,378400.0,382600.0,382000.0,378800.0,377400.0,380200.0,381500.0,378500.0,375500.0,376400.0,383200.0,392200.0,398200.0,400900.0,402700.0,406100.0,411500.0,415500.0,418000.0,422900.0,430400.0,438200.0,447000.0,454800.0,461500.0,470000.0,480700.0,489600.0,496600.0,503100.0,509200.0,512900.0,513500.0,517600.0,525700.0,531500.0,533200.0,535100,538500,543900,545900,544600,547000,553800,559200,562100,565300,569900,574500,577000,578200,579900,583000,585800,587600,591100,595700,599000,601900,606700,612500,617100,622100,628300,632400,634400,638600,646100,654200,659300,658900,655500,651700,650400,654200,661100,665300,665400,665700,668300,675900,686700,692600
124,94533,Fairfield,Solano,129500.0,128800.0,128000.0,127200.0,126300.0,125400.0,124600.0,123800.0,123300.0,123000.0,122700.0,122300.0,122000.0,121800.0,121700.0,121800.0,122000.0,122300.0,122700.0,123300.0,124100.0,125100.0,126000.0,126600.0,127300.0,127900.0,128500.0,129000.0,129600.0,130200.0,130900.0,131700.0,132800.0,133900.0,135000.0,136100.0,137300.0,138600.0,140200.0,141900.0,143700.0,145800.0,148200.0,150700.0,153500.0,156500.0,159400.0,162000.0,164700.0,167400.0,170000.0,172700.0,175300.0,178000.0,180700.0,183400.0,186300.0,189300.0,192200.0,195100.0,198000.0,201000.0,204000.0,206900.0,209700.0,212500.0,215200.0,217900.0,220600.0,223200.0,225700.0,228000.0,230400.0,232800.0,235400.0,238300.0,241300.0,244600.0,248100.0,251700.0,255500.0,259600.0,263700.0,268100.0,272400.0,276400.0,280100.0,283400.0,286400.0,289200.0,292300.0,295500.0,298900.0,302500.0,306200.0,310300.0,314900.0,320100.0,325900.0,332200.0,338800.0,345700.0,352800.0,359600.0,366000.0,372100.0,377700.0,383800.0,390900.0,398400.0,406000.0,412600.0,417600.0,421400.0,424600.0,427200.0,429700.0,432300.0,434800.0,437200.0,439200.0,440100.0,439200.0,435700.0,429800.0,422700.0,415700.0,409100.0,403700.0,400000.0,397300.0,395200.0,393700.0,392600.0,391000.0,388300.0,384100.0,378900.0,373000.0,365900.0,356900.0,346400.0,334200.0,319800.0,303900.0,288200.0,273500.0,261800.0,252900.0,245300.0,237800.0,231000.0,224500.0,218400.0,212300.0,205900.0,199500.0,193400.0,187600.0,183000.0,179700.0,177200.0,175600.0,174800.0,174800.0,174000.0,173800.0,173400.0,173000.0,172700.0,173300.0,173900.0,175100.0,176500.0,177200.0,177400.0,176500.0,174800.0,173100.0,172500.0,172800.0,171700.0,170100.0,167900.0,165700.0,164300.0,163500.0,161700.0,160400.0,160800.0,162000.0,163800.0,165100.0,166700.0,168200.0,170000.0,171700.0,173300.0,174200.0,175500.0,178000.0,181600.0,185900.0,189700.0,193800.0,199000.0,205200.0,212100.0,218300.0,223600.0,229000.0,233800.0,237000.0,239700.0,241700.0,244100.0,247400.0,251900.0,257500.0,262400,265400,266400,266800,268100,270800,272400,273600,275200,277200,279000,279900,279500,279000,280000,283100,287200,290700,293000,295300,297900,301600,306600,311200,315500,319700,323000,325600,329100,332300,335800,339500,342500,344800,346800,348700,352000,356400,360100,363000,366300,370500,375000,378700,382200,384900
244,95123,San Jose,Santa Clara,224500.0,224800.0,225200.0,225700.0,226400.0,227200.0,228300.0,229600.0,231400.0,233600.0,235900.0,238200.0,241000.0,244100.0,247500.0,251000.0,254600.0,258300.0,262000.0,265700.0,269500.0,273400.0,277000.0,280200.0,283300.0,286100.0,288700.0,291000.0,293200.0,295100.0,297000.0,298800.0,300900.0,303200.0,305800.0,308600.0,311900.0,315900.0,320700.0,326400.0,332900.0,340300.0,348600.0,357800.0,367900.0,378600.0,389400.0,400000.0,410600.0,420500.0,429700.0,438000.0,445300.0,451300.0,456300.0,460000.0,462700.0,464400.0,464900.0,464400.0,462900.0,460700.0,458000.0,455000.0,452000.0,449100.0,446700.0,444800.0,443700.0,443800.0,445100.0,447400.0,450700.0,454600.0,458900.0,463100.0,467000.0,470500.0,473500.0,475900.0,477400.0,477800.0,477700.0,477300.0,476500.0,475900.0,476000.0,477100.0,479400.0,482700.0,486900.0,492100.0,498300.0,505100.0,512400.0,520300.0,528700.0,537300.0,546100.0,554800.0,563200.0,571800.0,581000.0,590700.0,601200.0,612200.0,623100.0,634200.0,645300.0,655600.0,665400.0,674100.0,681100.0,686700.0,691000.0,694200.0,696500.0,697600.0,697600.0,696800.0,695800.0,695500.0,695800.0,695900.0,696000.0,696300.0,697000.0,697900.0,699800.0,702100.0,704100.0,704700.0,703600.0,701800.0,699400.0,695700.0,690600.0,684500.0,677200.0,669300.0,661600.0,653900.0,645700.0,636200.0,625400.0,614800.0,604700.0,594600.0,585100.0,576500.0,568000.0,560300.0,553900.0,547800.0,540200.0,530200.0,518800.0,507400.0,498900.0,495200.0,495300.0,496700.0,498300.0,500700.0,504500.0,508200.0,508800.0,509400.0,514200.0,518900.0,519700.0,518700.0,517900.0,517200.0,515600.0,511600.0,506500.0,501000.0,494900.0,491000.0,488700.0,487600.0,486300.0,483700.0,479900.0,477700.0,477500.0,477400.0,473000.0,469200.0,472500.0,480400.0,487100.0,492400.0,498900.0,507300.0,516800.0,524300.0,532800.0,541200.0,548700.0,554900.0,563400.0,573400.0,585000.0,598000.0,612500.0,625100.0,633300.0,638500.0,641800.0,645700.0,651500.0,658700.0,665100.0,669300.0,672200.0,675300.0,678500.0,682400,686600,690700,694300,698500,704500,712100,720900,728100,735500,746600,758300,765200,769800,773500,775400,776500,778500,782900,787800,790600,793100,797100,800400,801600,802900,804600,806800,812400,823000,834900,842300,845800,849400,856400,866400,879400,894700,911900,931300,951900,970700,986100,1002200,1025400,1043900
289,95051,Santa Clara,Santa Clara,258700.0,259300.0,259900.0,260500.0,261100.0,262000.0,263100.0,264600.0,266800.0,269500.0,272500.0,275900.0,279800.0,284300.0,289100.0,294300.0,299500.0,304600.0,309500.0,314100.0,318600.0,322900.0,326600.0,329700.0,332700.0,335400.0,337800.0,340100.0,342100.0,343900.0,345500.0,347000.0,348600.0,350400.0,352400.0,354600.0,357500.0,361100.0,365600.0,371300.0,378000.0,385800.0,394600.0,404500.0,415600.0,427600.0,439800.0,452000.0,464300.0,476300.0,487800.0,498400.0,507600.0,515300.0,521500.0,525900.0,528700.0,530200.0,530200.0,528800.0,526000.0,522200.0,517700.0,512700.0,507400.0,502200.0,497500.0,493400.0,490400.0,488800.0,489000.0,490700.0,493400.0,497000.0,501100.0,505500.0,509600.0,513400.0,516800.0,519700.0,521700.0,522700.0,522700.0,522200.0,521200.0,520100.0,519200.0,519300.0,520600.0,523700.0,528600.0,535000.0,542600.0,550700.0,558600.0,566700.0,575100.0,583800.0,592500.0,601200.0,609800.0,618700.0,627900.0,637200.0,647000.0,657100.0,667500.0,677800.0,687800.0,697100.0,705900.0,713600.0,719600.0,723800.0,726400.0,728100.0,728900.0,729100.0,728800.0,727600.0,726300.0,725800.0,726300.0,726600.0,726500.0,726400.0,726700.0,727400.0,729200.0,732000.0,734700.0,735700.0,735400.0,735200.0,735200.0,734300.0,732200.0,729200.0,724700.0,719400.0,714200.0,709200.0,703700.0,696800.0,689000.0,682300.0,676200.0,669800.0,663500.0,657900.0,652300.0,647400.0,643600.0,640300.0,635000.0,626400.0,616300.0,606900.0,601300.0,601200.0,605400.0,611200.0,616800.0,622200.0,629800.0,636100.0,635600.0,635800.0,643500.0,648500.0,645700.0,639500.0,633800.0,630500.0,627600.0,623900.0,617700.0,610600.0,607600.0,610100.0,610400.0,610500.0,611200.0,611500.0,611600.0,611900.0,612900.0,613500.0,609000.0,605900.0,611600.0,621300.0,629500.0,637400.0,647900.0,660200.0,670300.0,676300.0,684800.0,695200.0,707100.0,717100.0,725800.0,733000.0,743700.0,758000.0,773200.0,784200.0,790900.0,794600.0,795700.0,797600.0,802000.0,809100.0,817900.0,826800.0,836100.0,844100.0,851300.0,860600,871600,881300,890500,898900,908600,922300,938100,950400,962800,982500,1005400,1024200,1039600,1052200,1062600,1072500,1081600,1090400,1101400,1115000,1130400,1143900,1153000,1157700,1160100,1167000,1176100,1185200,1197400,1213800,1222100,1221800,1217800,1219000,1229000,1252800,1287100,1326800,1365400,1405600,1444500,1476800,1508100,1547700,1577100
302,95687,Vacaville,Solano,146800.0,146300.0,145800.0,145200.0,144700.0,144300.0,144100.0,144000.0,144100.0,144500.0,144800.0,145000.0,145100.0,145200.0,145200.0,145200.0,145200.0,145200.0,145500.0,145900.0,146700.0,147600.0,148600.0,149500.0,150600.0,151600.0,152700.0,153700.0,154600.0,155500.0,156300.0,157200.0,158100.0,159200.0,160200.0,161200.0,162300.0,163600.0,165000.0,166700.0,168500.0,170600.0,172800.0,175300.0,178100.0,181100.0,183900.0,186500.0,189200.0,191900.0,194600.0,197500.0,200500.0,203600.0,206900.0,210200.0,213800.0,217400.0,220900.0,224300.0,227700.0,231000.0,234200.0,237200.0,240100.0,242900.0,245500.0,248100.0,250500.0,252800.0,254800.0,256600.0,258100.0,259600.0,261200.0,263000.0,265000.0,267400.0,270200.0,273400.0,276900.0,280900.0,285200.0,289800.0,294600.0,299300.0,304000.0,308500.0,312900.0,317300.0,321800.0,326500.0,331300.0,336100.0,340900.0,346000.0,351700.0,357700.0,364200.0,370900.0,377400.0,383900.0,390300.0,396600.0,402700.0,408800.0,414700.0,421100.0,428200.0,435600.0,442700.0,448900.0,453800.0,457400.0,459900.0,461600.0,463000.0,464700.0,466400.0,468400.0,470200.0,471300.0,470700.0,468000.0,463500.0,458300.0,452800.0,447300.0,442200.0,438200.0,434300.0,430200.0,426200.0,422400.0,417400.0,411600.0,405000.0,398000.0,390500.0,382200.0,372700.0,362800.0,351500.0,338600.0,325100.0,313100.0,302700.0,294900.0,289100.0,283800.0,278800.0,274600.0,271000.0,268100.0,264900.0,261100.0,257400.0,254100.0,250700.0,248200.0,246800.0,246100.0,246100.0,246600.0,247800.0,246400.0,245900.0,244900.0,242000.0,237900.0,236800.0,236100.0,235800.0,234500.0,232800.0,231100.0,228400.0,225100.0,222000.0,220700.0,221000.0,220600.0,218500.0,214700.0,211400.0,210500.0,210200.0,208600.0,206600.0,206200.0,207000.0,209100.0,210700.0,212300.0,213400.0,215100.0,217000.0,219200.0,220900.0,222600.0,226100.0,231500.0,237200.0,242800.0,249700.0,257200.0,264500.0,272600.0,279800.0,285500.0,291100.0,296200.0,298900.0,300600.0,301900.0,303600.0,305900.0,308900.0,313100.0,317600,320900,322100,322900,325000,328700,331700,333600,334400,335300,337200,339200,339900,340200,341800,344300,347700,351800,355300,357600,358800,361100,365200,369200,372400,375900,378800,381300,384500,387100,390500,394800,398000,399600,401400,402500,403400,405300,406900,407600,408700,411100,414000,417100,420600,423600
310,94509,Antioch,Contra Costa,142500.0,141500.0,140400.0,139300.0,138200.0,137100.0,136100.0,135300.0,134700.0,134300.0,134000.0,133600.0,133300.0,133100.0,133000.0,132900.0,132800.0,132600.0,132500.0,132400.0,132200.0,132200.0,132200.0,132200.0,132400.0,133000.0,133900.0,135200.0,136700.0,138600.0,140700.0,143000.0,145600.0,148300.0,151000.0,153300.0,155600.0,157700.0,159800.0,161700.0,163600.0,165500.0,167400.0,169500.0,171900.0,174400.0,177000.0,179400.0,181900.0,184500.0,187100.0,189700.0,192400.0,195100.0,197900.0,200800.0,203800.0,206900.0,209700.0,212300.0,214700.0,216800.0,218800.0,220600.0,222300.0,224100.0,225900.0,227800.0,230100.0,232600.0,235200.0,237900.0,240800.0,243800.0,247000.0,250300.0,253600.0,256900.0,260200.0,263500.0,266700.0,269600.0,272100.0,274500.0,277100.0,279900.0,283100.0,286700.0,290300.0,293700.0,296800.0,299300.0,301800.0,305000.0,309300.0,315200.0,322600.0,331000.0,340300.0,350000.0,359400.0,368800.0,378400.0,387800.0,397300.0,406400.0,415200.0,424100.0,433400.0,442400.0,451100.0,458200.0,462800.0,465300.0,466400.0,466300.0,465600.0,464300.0,462900.0,461000.0,458300.0,454900.0,451700.0,447700.0,443500.0,440300.0,438900.0,438400.0,438100.0,436300.0,433200.0,429100.0,425000.0,421100.0,417400.0,411700.0,404000.0,395300.0,386700.0,378600.0,371200.0,363800.0,356400.0,346600.0,333000.0,316200.0,297800.0,281500.0,269800.0,260100.0,249900.0,239600.0,229100.0,218500.0,208400.0,198400.0,188400.0,178400.0,170100.0,164600.0,161600.0,159600.0,158600.0,157900.0,157200.0,157900.0,157800.0,158900.0,162800.0,168300.0,172100.0,174500.0,173800.0,172200.0,170700.0,169700.0,169100.0,168200.0,166500.0,164500.0,162900.0,161500.0,160500.0,160000.0,160000.0,160000.0,159000.0,157300.0,155700.0,154600.0,155600.0,157700.0,159000.0,160900.0,164700.0,167500.0,169000.0,170000.0,171500.0,174200.0,177900.0,182500.0,188400.0,193500.0,197500.0,201500.0,205900.0,210500.0,217200.0,224800.0,232900.0,240100.0,245600.0,249100.0,252300.0,255400.0,258900.0,262500.0,265500.0,267800,270600,272300,273500,275300,277800,279500,280900,282500,284800,287400,290300,293700,297500,301400,305200,308400,311400,314600,317200,319700,323400,328300,333200,337200,341000,345200,348800,351600,354900,358000,361000,363800,366200,368700,372200,376000,378900,381600,385000,387500,390100,393600,397800,403500,408700
